,T,n_h1/n_h,n_he1/n_he,n_he2/n_he,n_c1/n_c,n_c2/n_c,n_n1/n_n,n_n2/n_n,n_o1/n_o,n_o2/n_o,ionization_energy
,100,6.09769151312918095253047675620243726E-0399,3.83737069157713790473583703305498000E-0952,1.78812945917833132458910761571295071E-3407,5.56351513302949E-281,3.39278077820111674207453856877704838E-1223,1.87490813945798341111850104091417551E-0445,4.90517612634512820030701601430935621E-1650,2.91719108711880894940697971508729211E-0400,5.09211016017783821603977355744088907E-1882,2.09394153585337E-268
,200,6.39452822245231E-198,3.20068309517805336859795166985255967E-0474,5.65784521285339842342368707007910824E-1700,6.93266815972509E-139,2.55111169546117157442761056051016674E-0608,7.40825238324706E-221,3.59628831444433044021608703851031478E-0821,9.53902781237718E-199,3.06917559940594870319718444394326171E-0937,2.60924999156636E-126
,300,7.4045817285644E-131,7.39815318510667908380724301021412991E-0315,1.07900577416972716880390566759113187E-1130,1.83187201670747E-091,3.01353359730985267214380448056797145E-0403,6.19591375483122E-146,9.07562353866218793679729265903067304E-0545,1.61372005692992E-131,3.36784212357742584939690666132611035E-0622,6.89462113867306E-079
,400,2.68544547735482E-097,3.79082240013014E-235,5.35241422439764523152273058265004290E-0846,1.00360376853216E-067,1.17649182466172E-300,1.90972115097342E-108,1.63767248475743505708116129599434836E-0406,7.07391822117586E-098,1.26723252919459347569533832941768562E-0464,3.7772659302971E-055
,500,3.81228974268828E-077,2.63608606758128E-187,3.79127631099989370566619808789742044E-0675,1.82483101095439E-053,4.55424921187475E-239,6.17659024179351E-086,1.58839149372270150433584893006417199E-0323,1.1251727712478E-077,4.79820962808463199561720426166927963E-0370,6.86812088829531E-041
,600,1.06388953458133E-063,2.12181710493344E-155,3.16814056332610184666769387587910500E-0561,6.00611754575953E-044,5.48063106462366E-198,6.42982187047264E-071,3.52619568936992E-268,3.38732027721993E-064,5.68970407133154E-307,2.26052391295202E-031
,700,4.35278320059709E-054,1.33143410607251E-132,7.74922209252657301568041727686434090E-0480,3.8415595464434E-037,1.2518901243949E-168,3.48931777843735E-060,1.24737112149962E-228,1.46300438391705E-054,6.66096638507634E-262,1.44584869536821E-024
,800,7.13684634793587E-047,1.6918619035816E-115,8.75530394436015300160965911783337820E-0419,4.95198488961284E-032,1.34366442113681E-146,3.976336635284E-052,5.87740355887152E-199,2.49818206826317E-047,4.33057719346112E-228,1.86377975027721E-019
,900,2.94785515477032E-041,3.43595201431309E-102,2.73539387201485300657934969311057645E-0371,4.72031515398546E-028,1.87227920899256E-129,7.41949595468752E-046,7.20120087952553E-176,1.06498433206066E-041,8.80286821160374E-202,1.77658615602597E-015
,1000,9.2455447831492E-037,1.53397882356147E-091,2.75468437904741128416108486586733202E-0333,7.26023828315492E-025,9.88297086490112E-116,7.77524244777461E-041,2.16388172988474E-157,3.42566630057933E-037,9.96184993847047E-181,2.73253764338578E-012
,1100,4.4441921651354E-033,7.98427395663573E-083,3.46266163642523E-302,2.9610510152493E-022,1.69173910808764E-104,1.00283733507704E-036,2.87997661741919E-142,1.68106810657971E-033,1.69839816012693E-163,1.11445151185879E-009
,1200,5.22974787071559E-030,1.47362327241082E-075,2.88713573986611E-276,4.45994383055694E-020,3.93079375483744E-095,2.68616040097187E-033,1.16894426101177E-129,2.01259554280675E-030,3.93306460376074E-149,1.67859043538264E-007
,1300,2.08374890821465E-027,2.08333140061617E-069,2.4994812314081E-254,3.12064327173935E-018,3.34088809532656E-087,2.1466150749277E-030,5.50331699014981E-119,8.13679065152409E-028,5.6708815447621E-137,1.17451844803113E-005
,1400,3.54421680768372E-025,3.91107925211403E-064,1.60288584584509E-235,1.19506228064371E-016,2.10890316305139E-080,6.62990052609458E-028,7.80453439136029E-110,1.40137855848264E-025,1.51064848600083E-126,0.0004497879
,1500,3.05016063885215E-023,1.45964516908736E-059,3.2169920693784E-219,2.82489050627745E-015,1.66211255671192E-074,9.56849557340576E-026,6.71338442842266E-102,1.21916271687806E-023,1.65085753215557E-117,0.0106322207
,1600,1.50878962285352E-021,1.46574352997632E-055,5.95506709373705E-205,4.51092038833003E-014,2.41488495334592E-069,7.4407562125329E-024,5.92133207001804E-095,6.08812345666273E-022,1.34631038627366E-109,0.1697862022
,1700,4.72925459853347E-020,4.99178147187199E-052,2.3236871527851E-192,5.21382480773148E-013,8.71338425941774E-065,3.47643973304958E-022,8.00126327276251E-089,1.92432776698092E-020,1.29479185192729E-102,1.9625975192
,1800,1.01335119759152E-018,6.90288240590655E-049,3.63516208347524E-181,4.60248524279302E-012,9.84462423154164E-061,1.06217017964703E-020,2.26355954788112E-083,4.15407579523438E-019,2.09626992621279E-096,17.3281491363
,1900,1.57593160335585E-017,4.46796136989037E-046,3.78740282097846E-171,3.23726762188175E-011,4.18217660787774E-057,2.26904637147171E-019,1.71550885049667E-078,6.50339417841475E-018,7.56681812924993E-091,121.9307647179
,2000,1.86604463081067E-016,1.51658051077318E-043,3.94409607171983E-162,1.87685707861372E-010,7.73312999722607E-054,3.57530199975144E-018,4.24232501801112E-074,7.74683298986768E-017,7.62434989253214E-086,707.454634625
,2100,1.74877919671583E-015,2.95973307281367E-041,5.70222900598668E-154,9.21824991668672E-010,7.00617011957062E-051,4.33903138627246E-017,4.01536166919193E-070,7.2994314013257E-016,2.5721682790989E-081,3479.42277252
,2200,1.33880954027976E-014,3.58047061572233E-039,1.49744131147713E-146,3.92234074125141E-009,3.42619018754472E-048,4.20182169558618E-016,1.65735246904698E-066,5.61579092017458E-015,3.37120992463879E-077,14838.6811464892
,2300,8.59406580893256E-014,2.85685784115358E-037,8.91715724220337E-140,1.4727183194091E-008,9.79525688676799E-046,3.34274796347406E-015,3.32219924533337E-063,3.62112040477498E-014,1.94069973948728E-073,55917.6093248421
,2400,4.72695803656027E-013,1.58319577381853E-035,1.44849285919935E-133,4.95457076890136E-008,1.74953588900429E-043,2.23824349300017E-014,3.53716463955349E-060,1.99993332198171E-013,5.43462467121254E-070,189164.254283851
,2500,2.26847619112156E-012,6.36339652850462E-034,7.49464734649408E-128,1.51266060819797E-007,2.0638465036595E-041,1.28720223420392E-013,2.15628723156023E-057,9.63417022752309E-013,8.06499258810447E-067,582224.883874386
,2600,9.64443262964647E-012,1.92412457320261E-032,1.40809818031468E-122,4.2361942093629E-007,1.68515079372767E-039,6.46742002306511E-013,8.01855066822785E-055,4.11032776270206E-012,6.81796149109536E-064,1649241.18507664
,2700,3.67971539167482E-011,4.51503615922039E-031,1.07390123533942E-117,1.09808348591147E-006,9.91016233866875E-038,2.88029498255725E-012,1.91952386307817E-052,1.57333466586013E-011,3.49135596894527E-061,4342187.28232391
,2800,1.27385998096038E-010,8.44325444210537E-030,3.65741649998546E-113,2.65494581778765E-006,4.34260452374604E-036,1.15110528639973E-011,3.09722130747761E-050,5.4630500613366E-011,1.14136904936558E-058,10717093.1496005
,2900,4.03918498608202E-010,1.2873689335792E-028,6.03857814397336E-109,6.02685236335294E-006,1.45987871157627E-034,4.1721151994953E-011,3.50434426890357E-048,1.73709560918188E-010,2.49209938009902E-056,24981093.7718029
,3000,1.18268530084597E-009,1.63241849170898E-027,5.18968140422329E-105,1.291823065731E-005,3.86136004515748E-033,1.38397951489562E-010,2.87714716600995E-046,5.09958191177229E-010,3.77912936322962E-054,55348518.2603582
,3100,3.22057776827279E-009,1.75138322634694E-026,2.4700657769729E-101,2.62749076605145E-005,8.21434838309215E-032,4.23541069403076E-010,1.76600590379647E-044,1.3920707439045E-009,4.11814125642147E-052,117212586.069897
,3200,8.20739932088626E-009,1.614062068307E-025,6.87425742261961E-098,5.09332836615685E-005,1.43287582504946E-030,1.20420312248434E-009,8.31893605448587E-043,3.55573051896557E-009,3.32258666121832E-050,238389619.261417
,3300,1.96835996488092E-008,1.29494727315934E-024,1.17350213073034E-094,9.44672296391651E-005,2.08489387687295E-029,3.20074004234563E-009,3.07782794202739E-041,8.54600634169362E-009,2.03792740257725E-048,467527908.612416
,3400,4.46486476275277E-008,9.1525008619095E-024,1.28207315143481E-091,0.0001682353,2.56947461917942E-028,0.000000008,9.1301701269591E-040,1.94243899475042E-008,9.72848483685543E-047,887200066.14632
,3500,9.62265619398926E-008,5.75977559603397E-023,9.30968214017036E-089,0.0002886142,2.7193875129917E-027,1.88838125813628E-008,2.2120928204989E-038,4.19434489005796E-008,3.69134532983602E-045,1633711735.70292
,3600,1.97866994533094E-007,3.25843230786698E-022,4.64781471039814E-086,0.0004783897,2.50252640139678E-026,4.2324367117955E-008,4.45100903684999E-037,8.64025407379399E-008,1.13457115889218E-043,2926239595.01137
,3700,3.89677732413038E-007,1.67150482310929E-021,1.64460662229042E-083,0.0007682668,2.02529938853043E-025,9.04320354252463E-008,7.55091938179819E-036,1.70451323713859E-007,2.87355499925623E-042,5108548416.04853
,3800,7.37600377769818E-007,7.83623566297721E-021,4.23912576284152E-081,0.0011984537,1.45641765098386E-024,1.84915945370999E-007,1.09490784929591E-034,3.23160714147145E-007,6.09092593026081E-041,8707163690.15621
,3900,1.3462523056722E-006,3.38141174193847E-020,8.15906662538663E-079,0.0018202681,9.39405788124955E-024,3.6315871277791E-007,1.37403994882544E-033,5.90732090120111E-007,1.09581052304495E-039,14510492749.6431
,4000,2.37636006499056E-006,1.35171463069341E-019,1.19916318192495E-076,0.0026977064,5.48162103890066E-023,6.87239827058344E-007,1.50932174846739E-032,1.04426278107018E-006,1.69483240025759E-038,23673937675.6267
,4100,4.06779551761847E-006,5.03519430139112E-019,1.37339866312654E-074,0.0039089008,2.91629327126698E-022,1.25691817931528E-006,1.46620182540668E-031,0.00000179,2.2798079863459E-037,37856473543.529
,4200,6.76928533471276E-006,1.75713269255969E-018,1.24847222568025E-072,0.0055473633,1.4245608087053E-021,2.22778711590263E-006,1.27143317990551E-030,2.9827536365987E-006,2.69541853336928E-036,59394404407.1276
,4300,1.09759319534585E-005,5.77231624201324E-018,9.1594775377066E-071,0.0077229117,6.43025545705794E-021,0.000003836,9.92583113828623E-030,4.84243654925994E-006,2.82791215482815E-035,91518390570.1025
,4400,1.73756507567759E-005,1.79291333734248E-017,5.50621762151166E-069,0.0105621035,2.69757006084584E-020,6.43139569565847E-006,7.03005511121128E-029,7.67515668073787E-006,2.65576284543664E-034,138619370942.144
,4500,2.69056443035629E-005,5.28643985743205E-017,2.74986710078132E-067,0.0142080123,1.05722427045605E-019,1.05202036378498E-005,4.54888684069407E-028,1.1898460064675E-005,2.25020154181957E-033,206569153652.373
,4600,4.08199447716851E-005,1.48502968050763E-016,1.15530016313929E-065,0.0188191374,3.88900589029435E-019,1.68203606459468E-005,2.70621795359686E-027,1.80717549938866E-005,1.73250384166244E-032,303100751429.134
,4700,0.000060769,3.98754472970261E-016,4.13020254035204E-064,0.0245672407,1.34837379852099E-018,2.63304871128003E-005,1.48880141286694E-026,2.69321837762332E-005,1.22005058289745E-031,438253137215.495
,4800,8.88919268805917E-005,1.02654355330391E-015,1.26963329302158E-062,0.031633894,4.42304271243334E-018,4.04153323986717E-005,7.61387642697916E-026,3.94363377121614E-005,7.90513029358575E-031,624883948114.018
,4900,0.0001279225,2.54061350480241E-015,3.38817295780964E-061,0.0402055934,1.37735195541768E-017,6.09097068544916E-005,3.63701877304635E-025,5.68081399293997E-005,4.7382418003462E-030,879253291417.145
,5000,0.0001813085,6.06002194188628E-015,7.91835544265612E-060,0.0504673349,4.08420960557921E-017,9.02430728848584E-005,1.62985556393249E-024,8.05930767147586E-005,2.64026570181345E-029,1221679964204.62
,5100,0.0002533451,1.39629377819052E-014,1.63371298655392E-058,0.0625947321,1.15639501208853E-016,0.0001315869,6.87933406387194E-024,0.0001127189,1.37392360181313E-028,1677271526806.87
,5200,0.000349322,3.11426806361207E-014,2.99774889640266E-057,0.0767448331,3.1341515889755E-016,0.0001890265,2.74486024534795E-023,0.0001555629,6.70439739399463E-028,2276726269896.74
,5300,0.0004756838,6.73669783965031E-014,4.92546832779104E-056,0.0930461761,8.14948170608638E-016,0.0002677594,1.03877662161756E-022,0.000212025,3.07956649504368E-027,3057208354078.29
,5400,0.0006402013,1.41585306531611E-013,7.29217855018755E-055,0.1115885448,2.03718226605174E-015,0.0003743203,3.74011452757639E-022,0.0002856077,1.33619361280037E-026,4063287599079.56
,5500,0.0008521551,2.89585920564675E-013,9.78459154416968E-054,0.1324135049,4.90501271077138E-015,0.000516835,1.28479829417993E-021,0.0003805008,5.49410968164453E-026,5347946540696.9
,5600,0.001122527,5.7726959770275E-013,1.1962850875011E-052,0.1555064686,1.13951360484772E-014,0.0007053015,4.22184998791064E-021,0.0005016713,2.14715727074235E-025,6973640996861.18
,5700,0.0014641985,1.123122187972E-012,1.33935248282983E-051,0.1807914373,2.55844635740088E-014,0.0009519001,1.33024793981119E-020,0.0006549586,7.99765427817808E-025,9013411526078.81
,5800,0.0018921533,2.13542102217683E-012,1.3795305843534E-050,0.2081291535,5.56004146208423E-014,0.0012713281,4.02800966979293E-020,0.0008471721,2.84642566903417E-024,11552030324682.8
,5900,0.0024236824,3.97255336973894E-012,1.31284322009205E-049,0.2373192979,1.17127792951548E-013,0.0016811607,1.1745524703085E-019,0.0010861933,9.70293222311016E-024,14687174333978.4
,6000,0.0030785859,7.23888230709206E-012,1.15899579222052E-048,0.2681067753,2.39514705720564E-013,0.0022022321,3.30453756499071E-019,0.0013810796,3.17488821666253E-023,18530604087311.2
,6100,0.0038793717,1.29342846694804E-011,9.52720793210468E-048,0.3001917397,4.76085514436668E-013,0.0028590342,8.98628244653133E-019,0.0017421705,9.99236301546116E-023,23209328320971.7
,6200,0.0048514451,2.26833354242492E-011,7.31790703263647E-047,0.3332425661,9.21070241759293E-013,0.0036801274,2.36593665764237E-018,0.0021811952,3.03079241531704E-022,28866734887049.3
,6300,0.0060232828,3.90807527865755E-011,5.26953559574345E-046,0.3669104133,1.73666549649587E-012,0.0046985545,6.04024382694822E-018,0.0027113804,8.87509734457278E-022,35663639161991.8
,6400,0.0074265997,6.6204076556033E-011,3.56830619204002E-045,0.4008445625,3.19524418042591E-012,0.0059522575,1.49749703353752E-017,0.0033475621,2.51334651912532E-021,43779288852964.2
,6500,0.009096485,1.1036334573432E-010,2.27885306495278E-044,0.4347064049,5.7437137111657E-012,0.0074844741,3.61018575790808E-017,0.0041062956,6.89419342825678E-021,53412195377411.5
,6600,0.0110714957,1.81182060252745E-010,1.3763225589099E-043,0.4681811698,1.00996071308037E-011,0.0093440932,8.47420384048849E-017,0.005005957,1.83448592075093E-020,64780711141947.8
,6700,0.0133937494,2.93136437010383E-010,7.88119890255772E-043,0.5009879572,1.73919160414037E-011,0.0115859917,1.93907415807155E-016,0.0060668617,4.74195028065519E-020,78123595571432.1
,6800,0.0161089523,4.67720091230457E-010,4.28932210678785E-042,0.532885875,2.93639144990417E-011,0.0142712882,4.33016771629394E-016,0.00731137,1.19230996072246E-019,93700199518623.9
,6900,0.0192663673,7.36453684189115E-010,2.22385899232907E-041,0.563677126,4.8660700204125E-011,0.0174674965,9.44687302790694E-016,0.0087639884,2.91982375668487E-019,111790298557714
,7000,0.0229187421,1.14502609809602E-009,1.10075994919066E-040,0.5932077431,7.92311743344242E-011,0.0212485759,2.01546329690212E-015,0.0104514767,6.97229725413637E-019,132693682640935
,7100,0.0271221443,1.75893501293522E-009,5.21242043128545E-040,0.6213657595,1.26882685415028E-010,0.0256948099,4.20890233443121E-015,0.0124029419,1.62530838930238E-018,156729216709856
,7200,0.0319357302,2.67110096101502E-009,2.365899503413E-039,0.6480779425,2.00037588497337E-010,0.0308925049,8.61090319674945E-015,0.0146499336,3.7025385476628E-018,184233508482240
,7300,0.0374214397,0.000000004,1.0312633327967E-038,0.6733055165,3.10754638719924E-010,0.0369334793,1.72731007927408E-014,0.0172265421,8.25101510149533E-018,215559158124595
,7400,0.0436434929,0.000000006,4.32438784740101E-038,0.6970386919,4.76093539808306E-010,0.0439141862,3.39989926986848E-014,0.0201694429,1.80042757350852E-017,251071869158780
,7500,0.0506679425,8.77606960203116E-009,1.74739535863864E-037,0.719292209,7.19925773373219E-010,0.0519346906,6.57126117210267E-014,0.0235180105,3.85036015364473E-017,291147885381963
,7600,0.0585619119,1.27928265059856E-008,6.81496567713649E-037,0.7400998463,1.07531429134736E-009,0.0610971066,1.24798868056595E-013,0.0273143278,8.07720368521203E-017,336169627567638
,7700,0.06739287,1.8479607923372E-008,2.56924412727898E-036,0.7595102505,1.58762571119276E-009,0.0715038246,2.33037815044526E-013,0.0316032577,1.66346488547244E-016,386521549214356
,7800,0.077227486,2.64644429547203E-008,9.37664974726146E-036,0.7775822996,2.31856374667401E-009,0.0832550442,4.28106053970986E-013,0.0364323543,3.36588129026126E-016,442583593337483
,7900,0.0881309723,3.75885179499944E-008,3.31740222413448E-035,0.7943828606,3.35140189388793E-009,0.0964465737,7.74156187982824E-013,0.0418520518,6.69643368724823E-016,504727440898335
,8000,0.1001651687,0.000000053,1.13928849313327E-034,0.809982203,4.7976652851719E-009,0.1111660604,1.37873849354415E-012,0.0479152665,1.3108562135394E-015,573305581379539
,8100,0.1133878727,7.40938103019387E-008,3.80286722385212E-034,0.8244533192,6.80575153809659E-009,0.1274903746,2.41949818496833E-012,0.0546776312,2.52655876410157E-015,648647490141498
,8200,0.127850836,1.02905941610246E-007,1.2352731665177E-033,0.8378690202,9.57186981531116E-009,0.1454814507,4.18561234799982E-012,0.0621970698,4.79785490716114E-015,731048206716294
,8300,0.1435982622,0.000000142,3.90931533712512E-033,0.8503008628,1.33539901915945E-008,0.1651826623,7.14122022276391E-012,0.070533594,8.98204546579696E-015,820759769935710
,8400,0.160665086,1.9458777484471E-007,1.20674652402523E-032,0.8618181208,1.84895427337961E-008,0.1866150936,1.20211406322169E-011,0.0797489367,1.65870073834685E-014,917981413776036
,8500,0.1790751272,2.65108917800197E-007,3.6373246868013E-032,0.8724870003,2.54178252566656E-008,0.209773959,1.9973339735415E-011,0.0899060239,3.02320014280227E-014,1022849047692390
,8600,0.1988392233,3.59115549333059E-007,1.07165204135168E-031,0.8823701369,3.47083275191836E-008,0.2346254617,3.27681936406707E-011,0.1010682876,5.44127367623025E-014,1135424621630840
,8700,0.2199535845,4.83815935592077E-007,3.08937106495387E-031,0.8915264119,4.70965388156737E-008,0.2611045431,5.3102071187643E-011,0.1132989003,9.67578253763071E-014,1255686756734260
,8800,0.2423978797,6.48474204486809E-007,8.72274275376684E-031,0.9000106654,6.35290191958758E-008,0.2891131301,8.50322225438346E-011,0.126659586,1.70070030224769E-013,1383519850415490
,8900,0.2661335317,0.000000865,2.41439443304225E-030,0.9078736418,8.52201233550957E-008,0.3185195505,1.3459258826396E-010,0.1412091825,2.95608329601408E-013,1518704373401980
,9000,0.2911028403,1.14846252904015E-006,6.55732487112852E-030,0.9151622751,1.13723623812906E-007,0.3491598761,2.10657115379891E-010,0.1570022681,5.08314272913578E-013,1660911886359490
,9100,0.3172276618,1.51833562084578E-006,1.74897575695767E-029,0.921919637,0.000000151,0.3808397611,3.2613636642988E-010,0.1740870054,8.65049591935529E-013,1809697529662680
,9200,0.344408918,1.99923107847592E-006,4.58499773498916E-029,0.9281851544,1.99641285443802E-007,0.4133381103,4.99621486247075E-010,0.1925028846,1.45745730797502E-012,1964497242911020
,9300,0.3725268858,2.62246990088989E-006,1.18232677735655E-028,0.933994903,2.62788527443238E-007,0.4464123052,7.57624117303638E-010,0.2122783268,2.43185332972411E-012,2124629426128600
,9400,0.4014415671,3.42777988293051E-006,3.00128634184479E-028,0.9393817417,3.44532905404326E-007,0.4798039491,1.13760113243935E-009,0.2334276471,4.0196887216859E-012,2289297060560810
,9500,0.4309942247,4.46547096593264E-006,7.50517789787546E-028,0.9443756096,0.00000045,0.51324595,1.69201333409946E-009,0.2559481291,6.58376797255126E-012,2457596465113870
,9600,0.4610089021,5.79913798219595E-006,1.85008277253439E-027,0.9490036508,5.85773057688062E-007,0.5464693096,2.49372471517898E-009,0.2798164291,1.06876463601444E-011,2628525959167120
,9700,0.4912969482,7.50907556454661E-006,4.49859094619172E-027,0.9532908018,0.00000076,0.5792122734,3.64318061114307E-009,0.3049868445,1.71990127430968E-011,2801011631064160
,9800,0.5216581891,9.69642290476884E-006,1.07962138202666E-026,0.9572595463,0.000000983,0.6112250702,5.27779797757107E-009,0.3313866457,2.744164575484E-011,2973914010614440
,9900,0.5518885029,1.24884644284768E-005,2.55868441039856E-026,0.9609307527,1.26781762867486E-006,0.642279656,7.58438000312639E-009,0.3589167751,4.34176701443107E-011,3146071197686910
,10000,0.5817814174,1.60449461642591E-005,5.99137884096221E-026,0.9643233401,1.63072090116187E-006,0.672172129,1.08151335087479E-008,0.3874479558,6.81274014085335E-011,3316307949064210
,10100,0.6111353181,0.000020566,1.38674391474916E-025,0.9674548516,2.09210696802958E-006,0.7007290284,1.53085800426256E-008,0.4168225839,1.06027199359861E-010,3483476714327150
,10200,0.6397588303,0.000026302,3.17394845734591E-025,0.9703416495,2.67744524662923E-006,0.7278103223,2.15165392768671E-008,0.4468566276,1.63677187582338E-010,3646488270959510
,10300,0.6674750679,0.000033565,7.18603513389768E-025,0.9729989896,3.41845956988299E-006,0.7533101552,0.00000003,0.4773422043,2.50647535833545E-010,3804335914128110
,10400,0.6941259347,4.27431181210615E-005,1.60987658525039E-024,0.9754411713,4.35454994558133E-006,0.7771567394,4.16667598735141E-008,0.5080522479,3.8077411500671E-010,3956119946649210
,10500,0.7195767139,5.43179003039939E-005,3.56958252231562E-024,0.9776817818,5.53452071106911E-006,0.799311822,5.74406930758302E-008,0.5387479174,5.73884262579246E-010,4101073820675360
,10600,0.7437191537,6.88848871563349E-005,7.83527965480724E-024,0.9797338361,7.01865945061284E-006,0.8197685465,7.87201476072361E-008,0.5691867923,8.58147140145733E-010,4238581727354560
,10700,0.766471643,0.000087178,1.70283644277872E-023,0.9816097095,8.88115722067027E-006,0.8385470735,1.07273574423152E-007,0.5991294672,1.27323462860342E-009,4368179625706770
,10800,0.787780901,0.0001100994,3.66461316538294E-023,0.9833213395,1.12130629921037E-005,0.8556917574,1.45390949777873E-007,0.6283494922,1.87456290843843E-009,4489564903120570
,10900,0.8076199582,0.000138753,7.81013066806631E-023,0.9848801339,1.41256614375427E-005,0.8712659957,0.000000196,0.6566394079,2.73890055537296E-009,4602584929886040
,11000,0.8259876854,0.0001744866,1.64851862904358E-022,0.9862971168,1.77545980895874E-005,0.8853489262,0.000000263,0.6838190211,0.000000004,4707234436168020
,11100,0.8429050599,0.0002189384,3.44631279856073E-022,0.987582816,2.22645443128991E-005,0.8980304336,0.000000351,0.709738633,5.71724158879035E-009,4803634318837660
,11200,0.8584121587,0.000274093,7.13597840741276E-022,0.9887472673,2.7854697675551E-005,0.9094074428,4.6636477747722E-007,0.7342820851,8.17030387542239E-009,4892014594309180
,11300,0.8725653212,0.0003423471,1.46353644261954E-021,0.989800052,3.47653559582458E-005,0.9195809434,6.16768226347453E-007,0.757368713,1.15934539030134E-008,4972698325192040
,11400,0.885432223,0.0004265824,2.97311374290904E-021,0.9907501466,4.32850648776727E-005,0.9286521547,0.000000812,0.7789502701,1.63374465766869E-008,5046073653695440
,11500,0.8970894405,0.0005302534,5.98256055205846E-021,0.9916059891,5.37594062248914E-005,0.9367208394,1.06446574404594E-006,0.7990101025,2.28682024409126E-008,5112580035437200
,11600,0.9076186717,0.0006574851,1.19244848595486E-020,0.9923753987,6.66006320375136E-005,0.9438830448,1.389440811624E-006,0.8175585937,3.18008078603119E-008,5172686819725720
,11700,0.9171042968,0.000813187,2.35441090562247E-020,0.9930655849,8.22990713097706E-005,0.9502299669,1.80609907550929E-006,0.8346295052,4.39427167656469E-008,5226879481042790
,11800,0.9256309943,0.0010031829,4.60503366339518E-020,0.9936831272,0.0001014361,0.9558469937,2.33817356542787E-006,0.8502753848,6.03481626440311E-008,5275646175515630
,11900,0.9332813761,0.0012343494,8.92293734229082E-020,0.9942339215,0.000124698,0.9608128591,0.000003015,0.8645621759,8.23857596274985E-008,5319464413692020
,12000,0.9401354099,0.0015147907,1.71290401648101E-019,0.994723249,0.0001528937,0.9651999301,3.8725046433337E-006,0.8775666016,1.11824136465505E-007,5358797949060800
,12100,0.9462687408,0.0018540127,3.25787859854346E-019,0.9951557176,0.0001869726,0.9690738061,0.000004955,0.8893712529,1.50936758118194E-007,5394087395634450
,12200,0.9517523597,0.0022631347,6.13967189802485E-019,0.9955352931,0.0002280463,0.9724937109,6.31634661760098E-006,0.900062074,2.02632812202901E-007,5425748554713060
,12300,0.9566520142,0.0027551084,1.14656037680892E-018,0.9958652838,0.0002774114,0.9755126789,8.02221196113324E-006,0.9097253944,2.7061709514622E-007,5454169281026940
,12400,0.9610282478,0.0033449756,2.12191292587593E-018,0.9961483597,0.0003365773,0.9781780592,1.01521566401928E-005,0.9184462868,3.59587504091508E-007,5479709971488270
,12500,0.9649362582,0.0040501287,3.89201750991631E-018,0.9963865393,0.0004072945,0.9805318566,1.28023065603033E-005,0.9263067328,4.75474120035133E-007,5502703022731430
,12600,0.9684261905,0.0048906132,7.07585702685831E-018,0.996581199,0.0004915886,0.9826112678,1.60884240111045E-005,0.933384834,6.25732164967149E-007,5523454813807080
,12700,0.9715433168,0.0058894369,1.27520962882275E-017,0.9967330623,0.0005917961,0.9844490998,2.01494434087099E-005,0.9397539878,8.19695234033265E-007,5542247043267680
,12800,0.9743283051,0.0070728889,2.27836136511541E-017,0.996842187,0.0007106038,0.9860741927,2.51515324018201E-005,0.9454824233,0.000001069,5559338594502150
,12900,0.976817648,0.0084708983,4.03592981980948E-017,0.996907957,0.0008510951,0.9875118876,3.12928714682996E-005,0.9506332289,1.38810217518642E-006,5574968343383000
,13000,0.9790439089,0.0101173536,7.0889747992E-017,0.9969290533,0.001016795,0.9887843561,0.000038809,0.9552641562,1.7948835032945E-006,5589356891985380
,13100,0.9810361646,0.0120504724,1.23475624168145E-016,0.9969034332,0.0012117266,0.9899110045,0.000047979,0.959427956,2.31139007512733E-006,5602709471273710
,13200,0.9828202465,0.0143130791,2.13290765432506E-016,0.996828291,0.001440463,0.9909087403,5.91325544005678E-005,0.9631724082,2.96469153184736E-006,5615217603116300
,13300,0.9844191447,0.0169529319,3.65418023137918E-016,0.9967000227,0.0017081933,0.9917923017,7.26580550439486E-005,0.9665407795,3.78791679351569E-006,5627061739240580
,13400,0.9858532588,0.0200229262,6.20962681205902E-016,0.996514177,0.0020207858,0.9925744831,8.90114885579714E-005,0.9695720399,4.82146067562458E-006,5638412899642770
,13500,0.987140683,0.0235812427,1.04670816710617E-015,0.996265404,0.0023848576,0.9932663622,0.0001087267,0.9723012128,6.11440702091867E-006,5649434453411170
,13600,0.9882974629,0.0276913848,1.7502234702155E-015,0.9959473974,0.0028078493,0.993877495,0.0001324271,0.974759714,7.72619511976194E-006,5660283615565450
,13700,0.9893378239,0.0324220686,2.90327641159983E-015,0.9955528309,0.0032981024,0.9944160829,0.000160838,0.9769756748,9.72856369947128E-006,5671112637880970
,13800,0.9902743716,0.0378469077,4.77776506175413E-015,0.9950732921,0.0038649381,0.9948891139,0.0001948016,0.9789742375,1.22078041561056E-005,5682069623108250
,13900,0.9911182854,0.0440439081,7.80033192064303E-015,0.9944992092,0.0045187427,0.9953024894,0.0002352925,0.9807778619,1.52673830748574E-005,5693299104011400
,14000,0.9918794773,0.0510946551,1.26345261863049E-014,0.9938197784,0.0052710503,0.9956611243,0.0002834357,0.9824065807,0.000019031,5704942107487030
,14100,0.9925667406,0.0590832092,2.03031607568466E-014,0.9930228874,0.006134628,0.9959690345,0.000340526,0.9838782488,2.36458505273234E-005,5717135858459450
,14200,0.9931878805,0.068094654,3.23686168707286E-014,0.9920950398,0.0071235605,0.9962294072,0.0004080497,0.9852087669,0.000029287,5730013018539780
